Timestamp,Frame,PalmRoot_X,PalmRoot_Y,PalmRoot_Z,PalmRoot_QX,PalmRoot_QY,PalmRoot_QZ,PalmRoot_QW,ThumbTip_X,ThumbTip_Y,ThumbTip_Z,ThumbTip_QX,ThumbTip_QY,ThumbTip_QZ,ThumbTip_QW,IndexTip_X,IndexTip_Y,IndexTip_Z,IndexTip_QX,IndexTip_QY,IndexTip_QZ,IndexTip_QW,MiddleTip_X,MiddleTip_Y,MiddleTip_Z,MiddleTip_QX,MiddleTip_QY,MiddleTip_QZ,MiddleTip_QW
1756950770547,26,0,-0,0,-0.0413224,-0.0623167,-0.122534,0.989643,0.084566,0.0742442,-0.0257875,0.620609,0.361727,-0.526896,-0.454278,0.15069,-0.0471931,0.0249097,-0.273339,0.0649401,-0.253524,0.925631,0.141115,-0.0878347,0.0280654,0.0343785,0.078143,-0.364731,0.92719
1756950770580,27,0,-0,0,-0.0408856,-0.0615028,-0.122299,0.989742,0.0843872,0.0739177,-0.0264029,0.622038,0.361275,-0.530932,-0.447952,0.150778,-0.0470965,0.0246296,-0.273235,0.0657908,-0.252677,0.925834,0.141244,-0.0877489,0.0277588,0.0344256,0.0791781,-0.364107,0.927347
1756950770613,28,0,-0,0,-0.0406578,-0.0611396,-0.121477,0.989875,0.0843885,0.0739217,-0.0273816,0.621273,0.355356,-0.532829,-0.451517,0.150862,-0.0468811,0.0244941,-0.273102,0.065947,-0.251966,0.926059,0.141388,-0.0875552,0.0275597,0.0328061,0.0780862,-0.363732,0.927648
1756950770646,29,0,-0,0,-0.0399516,-0.0612762,-0.121195,0.98993,0.0845913,0.0734894,-0.0283275,0.623114,0.351588,-0.536604,-0.447429,0.150906,-0.0467591,0.0245679,-0.271336,0.0654767,-0.251581,0.926715,0.141461,-0.0874698,0.0274835,0.0315766,0.0764507,-0.363326,0.927985
1756950770680,30,0,-0,0,-0.0390756,-0.0613581,-0.120655,0.990026,0.0848761,0.0733389,-0.0298058,0.624434,0.344049,-0.5401,-0.447213,0.150917,-0.0466743,0.0246228,-0.272771,0.0652317,-0.251642,0.926292,0.141538,-0.0873638,0.0274114,0.0342205,0.0781612,-0.362672,0.928002
1756950770713,31,0,-0,0,-0.0382808,-0.0613496,-0.120356,0.990094,0.0853601,0.0718314,-0.0330948,0.632382,0.327854,-0.548823,-0.437501,0.150961,-0.0465747,0.0246093,-0.273412,0.0663163,-0.251402,0.926092,0.141653,-0.08724,0.0273938,0.0364528,0.0797869,-0.361563,0.928213
1756950770746,32,0,-0,0,-0.0390778,-0.0591918,-0.119351,0.990315,0.0859421,0.0694604,-0.0379634,0.644588,0.304757,-0.561067,-0.420489,0.151192,-0.0461973,0.0240308,-0.274987,0.0677254,-0.249527,0.926028,0.142076,-0.0867851,0.0271133,0.037922,0.0785327,-0.359097,0.929215
1756950770779,33,0,-0,0,-0.0387329,-0.0578284,-0.118389,0.990525,0.0863089,0.0643389,-0.0454124,0.669173,0.269646,-0.582761,-0.374002,0.151564,-0.0454452,0.0239985,-0.275545,0.0624605,-0.244648,0.927534,0.142698,-0.0861012,0.0269352,0.0416628,0.0792062,-0.354085,0.93092
1756950770812,34,0,-0,0,-0.036719,-0.0575643,-0.114977,0.991019,0.0861031,0.0617085,-0.0491492,0.683414,0.253279,-0.594855,-0.339084,0.15204,-0.0441178,0.0240652,-0.270911,0.061293,-0.239896,0.930218,0.143535,-0.0849352,0.0266248,0.0449919,0.0772402,-0.348301,0.933114
1756950770845,35,0,-0,0,-0.0327842,-0.0569717,-0.114634,0.991231,0.0852835,0.0518475,-0.0568787,0.716441,0.208984,-0.625311,-0.228093,0.152656,-0.0428749,0.024259,-0.2664,0.0600638,-0.231555,0.933706,0.144367,-0.0841179,0.0262329,0.0478146,0.0759941,-0.340444,0.935968
1756950770879,36,0,-0,0,-0.0318581,-0.0562309,-0.114,0.991376,0.0832022,0.0462881,-0.0593396,0.724,0.190934,-0.645878,-0.148958,0.153001,-0.0421145,0.0242233,-0.265187,0.0572045,-0.226273,0.935522,0.144883,-0.083528,0.0259761,0.0524633,0.072562,-0.335637,0.937724
1756950770912,37,0,-0,0,-0.0330876,-0.0557967,-0.112972,0.991478,0.0780328,0.0374066,-0.0602077,0.712952,0.158339,-0.680011,-0.0646187,0.153534,-0.0407639,0.0243395,-0.263993,0.056316,-0.2184,0.93778,0.145858,-0.0822221,0.026028,0.0589452,0.0734831,-0.325973,0.940671
1756950770945,38,0,-0,0,-0.0344842,-0.0584348,-0.113253,0.991246,0.0729547,0.0290773,-0.0586495,-0.685391,-0.12087,0.717925,0.013444,0.153854,-0.0396292,0.0253746,-0.264853,0.0531087,-0.21122,0.939369,0.146514,-0.0811805,0.026576,0.05943,0.0727756,-0.317793,0.943491
1756950770978,39,0,-0,0,-0.0376861,-0.0656892,-0.114854,0.990492,0.0666208,0.0188424,-0.0549533,-0.637253,-0.0612788,0.767712,-0.0280053,0.15405,-0.0383069,0.0273448,-0.263571,0.0538183,-0.202609,0.941586,0.146904,-0.0800839,0.0290036,0.0608124,0.0596538,-0.308214,0.947496
1756950771011,40,0,-0,0,-0.0432282,-0.0765303,-0.115841,0.989371,0.0647265,0.0148457,-0.0517774,-0.619075,-0.0328135,0.783967,-0.0323488,0.154127,-0.036483,0.0301051,-0.266938,0.0508215,-0.191508,0.943124,0.147103,-0.0786836,0.0322643,0.0595982,0.0536282,-0.298621,0.950997
1756950771044,41,0,-0,0,-0.0500813,-0.0963898,-0.121882,0.986583,0.0639283,0.0104368,-0.045274,-0.00197114,0.798508,-0.00096018,0.601999,0.153651,-0.0347388,0.0348411,-0.27292,0.0486365,-0.17659,0.944441,0.14676,-0.0772355,0.037426,0.0594982,0.0513897,-0.283331,0.955795
1756950771077,42,0,-0,0,-0.0558944,-0.107314,-0.124962,0.984756,0.0642381,0.00924237,-0.0423577,0.0209975,0.799425,-0.00868055,0.600356,0.153373,-0.0337961,0.0363869,-0.277941,0.0571173,-0.167687,0.944124,0.146624,-0.0761037,0.0398273,0.0505662,0.0538566,-0.275268,0.958526
1756950771111,43,0,-0,0,-0.066504,-0.132914,-0.125893,0.980848,0.0656614,0.00711312,-0.0336276,0.0345982,0.792692,-0.0256324,0.608128,0.151882,-0.0324507,0.0420909,-0.284686,0.0590877,-0.167225,0.942074,0.144816,-0.0747096,0.047547,0.0433702,0.038057,-0.272034,0.960558
1756950771144,44,0,-0,0,-0.0689737,-0.151658,-0.129216,0.977521,0.0674977,0.00691999,-0.0284439,0.0526847,0.784805,-0.0201921,0.617185,0.150494,-0.0329238,0.0445259,-0.282744,0.0696934,-0.166834,0.942002,0.143202,-0.0746038,0.0508968,0.0450877,0.0378985,-0.270391,0.960948
1756950771177,45,0,-0,0,-0.0696793,-0.166145,-0.128191,0.975247,0.0692384,0.00838855,-0.0235245,0.0638568,0.773894,0.001042,0.630081,0.149525,-0.0325572,0.045719,-0.279145,0.0870451,-0.165748,0.941822,0.142207,-0.0738055,0.0536043,0.0501642,0.0396684,-0.267268,0.961497
1756950771210,46,0,-0,0,-0.0677338,-0.174964,-0.128528,0.973798,0.0696492,0.00904841,-0.0218419,0.0709987,0.767858,0.0114632,0.636589,0.148829,-0.0325929,0.0465706,-0.276943,0.0947994,-0.164713,0.941907,0.141739,-0.0735596,0.0534924,0.0637355,0.054249,-0.263002,0.961159
1756950771243,47,0,-0,0,-0.0681511,-0.184241,-0.128917,0.972004,0.0701907,0.00938971,-0.01996,0.0763592,0.761683,0.0187347,0.643168,0.148015,-0.0325696,0.047973,-0.273594,0.100861,-0.165696,0.942082,0.140878,-0.0732985,0.0554598,0.0637927,0.0486137,-0.262123,0.961696
1756950771276,48,0,-0,0,-0.0689768,-0.189096,-0.128335,0.971089,0.0704321,0.00976745,-0.0188149,0.0782106,0.759416,0.0244318,0.645417,0.147588,-0.0324237,0.0487984,-0.272697,0.101896,-0.16644,0.942099,0.140769,-0.0726635,0.0556353,0.0645265,0.0539226,-0.259165,0.962165
1756950771309,49,0,-0,0,-0.0685816,-0.194302,-0.127425,0.970209,0.0705456,0.0100239,-0.0179309,0.0774868,0.756767,0.026947,0.648507,0.147178,-0.0321344,0.0494826,-0.270705,0.105209,-0.165929,0.942399,0.140436,-0.0722776,0.0564018,0.0670091,0.0551959,-0.257564,0.962353
1756950771343,50,0,-0,0,-0.068161,-0.196503,-0.127729,0.969755,0.0705676,0.0100678,-0.0172874,0.0776622,0.756296,0.0283981,0.648979,0.146961,-0.0322866,0.0493471,-0.270802,0.110045,-0.165722,0.941855,0.140245,-0.0722905,0.0564158,0.0689583,0.0588252,-0.257075,0.962131
1756950771376,51,0,-0,0,-0.0675952,-0.196985,-0.127487,0.96973,0.0705769,0.0101758,-0.0169556,0.0780295,0.756785,0.0301506,0.648304,0.146953,-0.0322661,0.0488042,-0.266884,0.116859,-0.164666,0.94234,0.140347,-0.0721264,0.056071,0.0711081,0.0576339,-0.255718,0.962409
1756950771409,52,0,-0,0,-0.068022,-0.196223,-0.128952,0.96966,0.0706172,0.00988277,-0.0167766,0.0778355,0.758265,0.0283063,0.646647,0.146938,-0.0326563,0.0485547,-0.267296,0.118381,-0.165404,0.941901,0.140203,-0.0725978,0.0555662,0.069621,0.0638013,-0.257775,0.961578
1756950771442,53,0,-0,0,-0.0691968,-0.194025,-0.132016,0.969608,0.0706164,0.00934171,-0.0170068,0.0793565,0.760018,0.0249279,0.644574,0.146908,-0.0336479,0.0479327,-0.269844,0.119976,-0.167857,0.940541,0.139928,-0.0735326,0.0550251,0.068957,0.0653059,-0.261347,0.960562
1756950771475,54,0,-0,0,-0.0684381,-0.192867,-0.132245,0.96986,0.0705632,0.00931367,-0.0170924,0.0797709,0.761826,0.0250747,0.642348,0.147,-0.0337731,0.047553,-0.269103,0.121181,-0.167548,0.940651,0.140015,-0.0736712,0.0547035,0.0706479,0.0668425,-0.26125,0.960358
1756950771509,55,0,-0,0,-0.0656143,-0.190073,-0.133753,0.9704,0.0704632,0.00901831,-0.017272,0.0770035,0.76486,0.0215727,0.639192,0.147147,-0.0344126,0.0466157,-0.265065,0.124547,-0.167533,0.941359,0.140089,-0.0743503,0.0537427,0.0729927,0.0682519,-0.262338,0.959787
1756950771542,56,0,-0,0,-0.0640436,-0.186807,-0.134749,0.971002,0.0699954,0.00872368,-0.0178812,0.0696026,0.769689,0.0151098,0.634431,0.147349,-0.034906,0.0457399,-0.263135,0.126678,-0.167976,0.941539,0.140201,-0.0749183,0.0528619,0.0759132,0.071021,-0.263624,0.959008
1756950771575,57,0,-0,0,-0.0630134,-0.182151,-0.13603,0.971774,0.0686443,0.00824257,-0.0193616,0.0583651,0.780128,0.00419579,0.622858,0.147573,-0.0356969,0.045011,-0.261959,0.125713,-0.171163,0.941421,0.140167,-0.0759087,0.0518271,0.0770436,0.0729771,-0.268149,0.957514
1756950771608,58,0,-0,0,-0.0624753,-0.177666,-0.136321,0.972599,0.0680278,0.00787408,-0.020777,0.0434095,0.786636,-0.00645453,0.615854,0.14789,-0.0359876,0.0447332,-0.262108,0.121643,-0.173374,0.941511,0.140371,-0.0763367,0.0513734,0.0762552,0.0707375,-0.270172,0.957177
1756950771642,59,0,-0,0,-0.0623605,-0.167175,-0.135846,0.97453,0.0669342,0.00842672,-0.0241679,0.0212823,0.796451,-0.00911516,0.60424,0.148635,-0.0365747,0.0426388,-0.263422,0.120654,-0.175892,0.940803,0.141217,-0.0767278,0.0490433,0.0736146,0.0786524,-0.27266,0.956059
1756950771675,60,0,-0,0,-0.0631124,-0.162012,-0.134821,0.975495,0.067247,0.00877686,-0.0258639,-0.00697459,0.796468,-0.014221,0.604441,0.148842,-0.0371883,0.0419734,-0.260712,0.117004,-0.181608,0.940932,0.141315,-0.0772099,0.0487186,0.0679752,0.0773351,-0.278122,0.955009
1756950771708,61,0,-0,0,-0.0650264,-0.156565,-0.131746,0.976679,0.0672247,0.0102053,-0.0284998,-0.0457121,0.787395,-0.00958401,0.614668,0.148843,-0.0380504,0.0423292,-0.25695,0.109456,-0.196255,0.939936,0.140952,-0.0780841,0.0492469,0.0660237,0.0679095,-0.289155,0.952585
1756950771741,62,0,-0,0,-0.065096,-0.153329,-0.12712,0.9778,0.0685669,0.0107322,-0.0312899,-0.0894091,0.768552,-0.0131866,0.633359,0.148669,-0.0388351,0.0417721,-0.251669,0.103707,-0.207094,0.93969,0.140307,-0.0791092,0.0488958,0.0673608,0.0630784,-0.302722,0.9486
1756950771774,63,0,-0,0,-0.0688177,-0.146743,-0.12357,0.979009,0.0726028,0.0137275,-0.039777,-0.113104,0.73094,0.0175807,0.672742,0.148611,-0.0398123,0.040612,-0.254762,0.0958458,-0.218215,0.937169,0.140031,-0.0798289,0.0480315,0.0697741,0.0612667,-0.313569,0.945012
1756950771807,64,0,-0,0,-0.0684706,-0.137855,-0.12131,0.980608,0.0789277,0.0179361,-0.0453458,0.714314,0.0493431,-0.689389,0.109835,0.148917,-0.0405592,0.0384944,-0.258089,0.0960731,-0.223985,0.934875,0.140251,-0.080481,0.0462981,0.0704183,0.0667983,-0.320284,0.942336
1756950771840,65,0,-0,0,-0.0658117,-0.133331,-0.118201,0.981795,0.0871543,0.0295265,-0.0467599,0.7683,0.119805,-0.625693,0.0625147,0.148893,-0.0410858,0.0378246,-0.260732,0.0906605,-0.230672,0.933057,0.140206,-0.0809288,0.045503,0.0647875,0.0651843,-0.327482,0.94038
1756950771874,66,0,-0,0,-0.063517,-0.128397,-0.116424,0.982815,0.0892729,0.0343866,-0.0489323,0.780998,0.144787,-0.60691,0.0271229,0.149256,-0.0409998,0.0365491,-0.262242,0.0914429,-0.230073,0.932702,0.140731,-0.0808493,0.0441173,0.064969,0.0672209,-0.327625,0.940171
1756950771907,67,0,-0,0,-0.0656786,-0.120506,-0.115551,0.983774,0.0912821,0.0445281,-0.0501702,0.780639,0.192176,-0.589465,-0.0785507,0.149613,-0.0411588,0.0358844,-0.27125,0.0835412,-0.233461,0.930019,0.141172,-0.0808582,0.043541,0.054725,0.0631654,-0.330565,0.940073
1756950771940,68,0,-0,0,-0.0658985,-0.108576,-0.114725,0.985245,0.090027,0.0521381,-0.0505081,0.753006,0.218374,-0.585652,-0.205702,0.15005,-0.0417781,0.0339786,-0.284393,0.075572,-0.236769,0.925933,0.141758,-0.0812794,0.0413439,0.0521969,0.0649307,-0.33401,0.938881
1756950771973,69,0,-0,0,-0.0657541,-0.0990344,-0.112538,0.986511,0.0871864,0.0621006,-0.0465184,0.702694,0.257363,-0.578737,-0.324147,0.150065,-0.0422322,0.0344886,-0.29527,0.0491413,-0.245417,0.922049,0.14178,-0.0818863,0.040144,0.0474599,0.0612521,-0.341629,0.936637
1756950772006,70,0,-0,0,-0.0616612,-0.0843736,-0.11243,0.988149,0.0840121,0.0691085,-0.0419309,0.649144,0.288796,-0.576977,-0.402897,0.150346,-0.0426347,0.0345012,-0.303949,0.015023,-0.249684,0.919266,0.141892,-0.0832944,0.0365303,0.0399773,0.063033,-0.350998,0.933398
1756950772039,71,0,-0,0,-0.0534385,-0.0748381,-0.1113,0.989523,0.0811745,0.0744959,-0.0355234,0.60824,0.326594,-0.571601,-0.443454,0.14944,-0.0439109,0.0362472,-0.309593,-0.0219968,-0.265871,0.912678,0.142158,-0.0839625,0.0344951,0.0361885,0.0573485,-0.354581,0.932563
1756950772073,72,0,-0,0,-0.0452651,-0.0623679,-0.108703,0.991083,0.0779496,0.0785298,-0.0300097,0.57409,0.35917,-0.566717,-0.4693,0.148579,-0.0451607,0.0361739,-0.315579,-0.0544286,-0.279311,0.905224,0.142509,-0.0846125,0.0309446,0.0348176,0.0517274,-0.359606,0.931018
1756950772106,73,0,-0,0,-0.0436554,-0.0581608,-0.108662,0.991415,0.0764202,0.0796921,-0.0277097,-0.563649,-0.374359,0.565059,0.472044,0.1477,-0.0461714,0.0368398,-0.315239,-0.0706745,-0.289951,0.90086,0.142414,-0.0850608,0.0298944,0.028464,0.0467918,-0.363183,0.930104
1756950772139,74,0,-0,0,-0.0441922,-0.0554824,-0.111638,0.991214,0.0765287,0.0792731,-0.0269656,0.56272,0.377726,-0.56252,-0.473545,0.146854,-0.0475256,0.0374163,-0.313605,-0.0828271,-0.298341,0.897656,0.141523,-0.0864254,0.0297687,0.0250831,0.0384588,-0.370549,0.927678
1756950772172,75,0,-0,0,-0.0472879,-0.0545162,-0.114207,0.990832,0.0764259,0.0786302,-0.0265971,0.567089,0.381439,-0.561093,-0.467007,0.146413,-0.0482589,0.0378258,-0.31458,-0.0878598,-0.302233,0.895531,0.140728,-0.0874072,0.030212,0.0167587,0.032215,-0.376935,0.925528
1756950772205,76,0,-0,0,-0.0524262,-0.0532823,-0.1162,0.990409,0.0765351,0.0782541,-0.0268297,0.567632,0.380562,-0.560824,-0.467395,0.146228,-0.0486511,0.037904,-0.321294,-0.0852923,-0.305022,0.892447,0.14029,-0.0878913,0.030697,0.0204831,0.029825,-0.37934,0.924551
1756950772238,77,0,-0,0,-0.0557703,-0.0551924,-0.116747,0.990057,0.0766266,0.0784003,-0.0262905,0.567513,0.382728,-0.55853,-0.468511,0.145978,-0.0487047,0.0386531,-0.327163,-0.0852329,-0.307109,0.889599,0.139975,-0.0879668,0.031692,0.0174846,0.026987,-0.380993,0.924019
1756950772272,78,0,-0,0,-0.0583848,-0.0585213,-0.115843,0.989822,0.0767764,0.0786641,-0.0261921,0.569461,0.381857,-0.556581,-0.469165,0.146222,-0.0483858,0.038512,-0.329105,-0.070202,-0.306905,0.890264,0.139926,-0.0875322,0.0330543,0.0180214,0.0253445,-0.380131,0.92441
1756950772305,79,0,-0,0,-0.0646783,-0.0691288,-0.114637,0.988886,0.0768765,0.0784418,-0.0257426,0.579737,0.38496,-0.554392,-0.456424,0.147616,-0.0467993,0.0373175,-0.328955,-0.034676,-0.291071,0.897694,0.139412,-0.0868558,0.0360899,0.0109867,0.022053,-0.381013,0.924238
1756950772338,80,0,-0,0,-0.0706039,-0.0763368,-0.11475,0.987937,0.0771004,0.0778539,-0.0258157,0.590519,0.385424,-0.552949,-0.443827,0.149186,-0.0459174,0.0322785,-0.319623,0.0307751,-0.27172,0.907228,0.139215,-0.0862385,0.038123,0.00782679,0.0246204,-0.379546,0.924812
1756950772371,81,0,-0,0,-0.0732254,-0.0936291,-0.113661,0.986384,0.0769205,0.0777446,-0.0234246,0.602821,0.396016,-0.545213,-0.427231,0.149388,-0.0448181,0.0284432,-0.296532,0.102898,-0.25487,0.914616,0.138779,-0.0849242,0.0424424,0.0091715,0.0191537,-0.37399,0.92719
