timestamp_ms,csv_idx,body_name,des_pos_x,des_pos_y,des_pos_z,act_pos_x,act_pos_y,act_pos_z,pos_err_x,pos_err_y,pos_err_z,pos_err_norm,des_quat_w,des_quat_x,des_quat_y,des_quat_z,act_quat_w,act_quat_x,act_quat_y,act_quat_z,orient_err_angle
7706,124,INDEX_EE,0.150975,0.002604,0.045925,0.059087,0.019535,-0.002202,0.091888,-0.016931,0.048127,0.105102,0.960112,-0.275437,0.046905,0.011059,-0.684461,0.035635,0.727402,-0.033616,1.770161
7706,124,MIDDLE_EE,0.130042,-0.006924,-0.006117,0.055556,-0.011643,-0.005999,0.074486,0.004720,-0.000118,0.074635,0.661978,0.265776,0.696791,0.075338,-0.678502,0.125418,0.721209,0.061333,2.958673
7723,124,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.977967,-0.049341,-0.197344,-0.046940,0.998498,-0.049061,-0.024345,-0.001728,0.360445
7724,124,THUMB_EE,0.119891,0.006883,-0.017169,0.005915,0.121196,-0.001594,0.113976,-0.114312,-0.015575,0.162174,-0.655299,0.740724,-0.147998,-0.007174,0.508371,-0.583816,-0.438856,0.456205,1.579833
7724,124,INDEX_EE,0.150975,0.002604,0.045925,0.059091,0.019533,-0.002212,0.091884,-0.016929,0.048136,0.105102,0.960112,-0.275437,0.046905,0.011059,-0.684400,0.035708,0.727452,-0.033688,1.770265
7724,124,MIDDLE_EE,0.130042,-0.006924,-0.006117,0.055528,-0.011633,-0.005939,0.074514,0.004709,-0.000179,0.074663,0.661978,0.265776,0.696791,0.075338,-0.680259,0.125345,0.719545,0.061571,2.963339
7743,124,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.977967,-0.049341,-0.197344,-0.046940,0.998493,-0.049158,-0.024322,-0.001734,0.360485
7743,124,THUMB_EE,0.119891,0.006883,-0.017169,0.005685,0.121250,-0.001634,0.114206,-0.114366,-0.015535,0.162370,-0.655299,0.740724,-0.147998,-0.007174,0.507623,-0.583124,-0.439613,0.457192,1.582949
7743,124,INDEX_EE,0.150975,0.002604,0.045925,0.059095,0.019531,-0.002222,0.091880,-0.016927,0.048147,0.105102,0.960112,-0.275437,0.046905,0.011059,-0.684362,0.035778,0.727481,-0.033755,1.770310
7743,124,MIDDLE_EE,0.130042,-0.006924,-0.006117,0.055515,-0.011630,-0.005919,0.074527,0.004706,-0.000198,0.074676,0.661978,0.265776,0.696791,0.075338,-0.680122,0.125431,0.719668,0.061481,2.962954
7759,125,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.977944,-0.049457,-0.197442,-0.046858,0.998489,-0.049254,-0.024312,-0.001740,0.360668
7759,125,THUMB_EE,0.119897,0.006896,-0.017158,0.005453,0.121303,-0.001674,0.114444,-0.114407,-0.015484,0.162561,-0.654915,0.741152,-0.147418,-0.007700,0.506866,-0.582434,-0.440378,0.458176,1.584530
7759,125,INDEX_EE,0.150966,0.002640,0.045768,0.059097,0.019529,-0.002228,0.091869,-0.016889,0.047996,0.105018,0.959909,-0.275900,0.048187,0.011511,-0.684346,0.035849,0.727490,-0.033821,1.772983
7760,125,MIDDLE_EE,0.130040,-0.006959,-0.006108,0.055514,-0.011633,-0.005925,0.074526,0.004673,-0.000183,0.074672,0.660928,0.269264,0.696490,0.074728,-0.679185,0.125583,0.720545,0.061254,2.958634
7776,125,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.977944,-0.049457,-0.197442,-0.046858,0.998484,-0.049354,-0.024322,-0.001745,0.360645
7776,125,THUMB_EE,0.119897,0.006896,-0.017158,0.005219,0.121356,-0.001715,0.114678,-0.114460,-0.015443,0.162759,-0.654915,0.741152,-0.147418,-0.007700,0.506093,-0.581750,-0.441152,0.459152,1.587671
7776,125,INDEX_EE,0.150966,0.002640,0.045768,0.059096,0.019528,-0.002230,0.091870,-0.016888,0.047998,0.105020,0.959909,-0.275900,0.048187,0.011511,-0.684355,0.035924,0.727475,-0.033887,1.772904
7776,125,MIDDLE_EE,0.130040,-0.006959,-0.006108,0.055522,-0.011638,-0.005942,0.074518,0.004679,-0.000166,0.074665,0.660928,0.269264,0.696490,0.074728,-0.678021,0.125752,0.721634,0.060988,2.955513
7794,125,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.977944,-0.049457,-0.197442,-0.046858,0.998478,-0.049459,-0.024349,-0.001750,0.360589
7794,125,THUMB_EE,0.119897,0.006896,-0.017158,0.004985,0.121408,-0.001757,0.114912,-0.114512,-0.015401,0.162957,-0.654915,0.741152,-0.147418,-0.007700,0.505306,-0.581073,-0.441934,0.460124,1.590826
7794,125,INDEX_EE,0.150966,0.002640,0.045768,0.059089,0.019527,-0.002226,0.091877,-0.016887,0.047994,0.105023,0.959909,-0.275900,0.048187,0.011511,-0.684395,0.036004,0.727430,-0.033956,1.772741
7794,125,MIDDLE_EE,0.130040,-0.006959,-0.006108,0.055532,-0.011645,-0.005961,0.074508,0.004686,-0.000147,0.074655,0.660928,0.269264,0.696490,0.074728,-0.676842,0.125922,0.722732,0.060720,2.952360
7810,126,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978257,-0.050578,-0.195536,-0.047108,0.998471,-0.049570,-0.024386,-0.001754,0.356904
7810,126,THUMB_EE,0.119862,0.006694,-0.017484,0.004748,0.121459,-0.001801,0.115114,-0.114765,-0.015683,0.163304,-0.654254,0.741351,-0.149280,-0.007304,0.504508,-0.580399,-0.442720,0.461095,1.597413
7810,126,INDEX_EE,0.151145,0.002606,0.045042,0.059085,0.019527,-0.002221,0.092060,-0.016921,0.047263,0.104858,0.959780,-0.275701,0.051628,0.012060,-0.684441,0.036088,0.727379,-0.034028,1.779207
7810,126,MIDDLE_EE,0.129940,-0.007048,-0.006648,0.055542,-0.011652,-0.005978,0.074398,0.004604,-0.000669,0.074543,0.660710,0.267946,0.697351,0.073195,-0.675668,0.126094,0.723822,0.060450,2.948195
7828,126,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978257,-0.050578,-0.195536,-0.047108,0.998465,-0.049687,-0.024426,-0.001758,0.356821
7828,126,THUMB_EE,0.119862,0.006694,-0.017484,0.004511,0.121510,-0.001846,0.115351,-0.114816,-0.015638,0.163503,-0.654254,0.741351,-0.149280,-0.007304,0.503701,-0.579725,-0.443506,0.462069,1.600587
7828,126,INDEX_EE,0.151145,0.002606,0.045042,0.059084,0.019526,-0.002217,0.092061,-0.016920,0.047259,0.104857,0.959780,-0.275701,0.051628,0.012060,-0.684477,0.036177,0.727337,-0.034104,1.779048
7828,126,MIDDLE_EE,0.129940,-0.007048,-0.006648,0.055551,-0.011658,-0.005994,0.074389,0.004610,-0.000654,0.074535,0.660710,0.267946,0.697351,0.073195,-0.674500,0.126268,0.724904,0.060178,2.945074
7845,126,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978257,-0.050578,-0.195536,-0.047108,0.998457,-0.049811,-0.024468,-0.001763,0.356735
7845,126,THUMB_EE,0.119862,0.006694,-0.017484,0.004272,0.121561,-0.001892,0.115590,-0.114866,-0.015592,0.163702,-0.654254,0.741351,-0.149280,-0.007304,0.502885,-0.579051,-0.444291,0.463047,1.603771
7845,126,INDEX_EE,0.151145,0.002606,0.045042,0.059084,0.019525,-0.002215,0.092061,-0.016919,0.047257,0.104856,0.959780,-0.275701,0.051628,0.012060,-0.684498,0.036270,0.727309,-0.034186,1.778925
7845,126,MIDDLE_EE,0.129940,-0.007048,-0.006648,0.055558,-0.011664,-0.006008,0.074382,0.004616,-0.000640,0.074528,0.660710,0.267946,0.697351,0.073195,-0.673338,0.126445,0.725974,0.059904,2.941975
7862,126,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978257,-0.050578,-0.195536,-0.047108,0.998450,-0.049941,-0.024512,-0.001768,0.356646
7862,126,THUMB_EE,0.119862,0.006694,-0.017484,0.004032,0.121610,-0.001941,0.115830,-0.114916,-0.015543,0.163902,-0.654254,0.741351,-0.149280,-0.007304,0.502061,-0.578377,-0.445075,0.464029,1.606965
7862,126,INDEX_EE,0.151145,0.002606,0.045042,0.059084,0.019524,-0.002213,0.092061,-0.016918,0.047255,0.104855,0.959780,-0.275701,0.051628,0.012060,-0.684502,0.036367,0.727296,-0.034273,1.778839
7862,126,MIDDLE_EE,0.129940,-0.007048,-0.006648,0.055564,-0.011670,-0.006021,0.074376,0.004621,-0.000627,0.074522,0.660710,0.267946,0.697351,0.073195,-0.672184,0.126626,0.727035,0.059626,2.938900
7880,127,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978398,-0.050710,-0.194734,-0.047387,0.998442,-0.050078,-0.024557,-0.001773,0.355104
7880,127,THUMB_EE,0.119820,0.006560,-0.017658,0.003790,0.121659,-0.001991,0.116030,-0.115099,-0.015668,0.164183,-0.655191,0.740067,-0.151708,-0.005838,0.501229,-0.577702,-0.445859,0.465015,1.615812
7880,127,INDEX_EE,0.151225,0.002420,0.044781,0.059085,0.019522,-0.002212,0.092140,-0.017102,0.046993,0.104836,0.958400,-0.280619,0.050917,0.011469,-0.684492,0.036468,0.727296,-0.034365,1.779483
7880,127,MIDDLE_EE,0.129955,-0.007219,-0.006851,0.055569,-0.011675,-0.006033,0.074386,0.004456,-0.000819,0.074524,0.657930,0.266362,0.700573,0.073494,-0.671038,0.126809,0.728084,0.059346,2.927748
7898,127,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978398,-0.050710,-0.194734,-0.047387,0.998433,-0.050221,-0.024605,-0.001778,0.355006
7898,127,THUMB_EE,0.119820,0.006560,-0.017658,0.003548,0.121707,-0.002042,0.116272,-0.115147,-0.015616,0.164383,-0.655191,0.740067,-0.151708,-0.005838,0.500388,-0.577028,-0.446643,0.466005,1.619028
7898,127,INDEX_EE,0.151225,0.002420,0.044781,0.059086,0.019521,-0.002212,0.092139,-0.017101,0.046993,0.104835,0.958400,-0.280619,0.050917,0.011469,-0.684468,0.036573,0.727309,-0.034463,1.779465
7898,127,MIDDLE_EE,0.129955,-0.007219,-0.006851,0.055572,-0.011680,-0.006043,0.074383,0.004460,-0.000809,0.074521,0.657930,0.266362,0.700573,0.073494,-0.669900,0.126995,0.729121,0.059062,2.924723
7915,127,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978398,-0.050710,-0.194734,-0.047387,0.998425,-0.050371,-0.024655,-0.001784,0.354905
7915,127,THUMB_EE,0.119820,0.006560,-0.017658,0.003303,0.121755,-0.002095,0.116517,-0.115194,-0.015563,0.164584,-0.655191,0.740067,-0.151708,-0.005838,0.499539,-0.576353,-0.447426,0.466999,1.622255
7915,127,INDEX_EE,0.151225,0.002420,0.044781,0.059086,0.019520,-0.002212,0.092139,-0.017100,0.046993,0.104834,0.958400,-0.280619,0.050917,0.011469,-0.684433,0.036683,0.727332,-0.034566,1.779472
7915,127,MIDDLE_EE,0.129955,-0.007219,-0.006851,0.055574,-0.011684,-0.006051,0.074381,0.004465,-0.000800,0.074520,0.657930,0.266362,0.700573,0.073494,-0.668772,0.127183,0.730146,0.058777,2.921726
7934,128,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978349,-0.052049,-0.194514,-0.047840,0.998415,-0.050527,-0.024705,-0.001788,0.354642
7934,128,THUMB_EE,0.119856,0.006304,-0.017612,0.003058,0.121801,-0.002150,0.116798,-0.115498,-0.015462,0.164987,-0.650890,0.744013,-0.150817,-0.005980,0.498681,-0.575677,-0.448207,0.467999,1.623860
7934,128,INDEX_EE,0.151249,0.002330,0.044681,0.059087,0.019518,-0.002212,0.092162,-0.017188,0.046893,0.104824,0.958541,-0.280149,0.050874,0.011277,-0.684390,0.036796,0.727361,-0.034673,1.779229
7934,128,MIDDLE_EE,0.129953,-0.007381,-0.006876,0.055574,-0.011688,-0.006058,0.074379,0.004307,-0.000818,0.074508,0.658400,0.265707,0.700475,0.072386,-0.667654,0.127374,0.731158,0.058489,2.919834
7951,128,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978349,-0.052049,-0.194514,-0.047840,0.998406,-0.050691,-0.024756,-0.001793,0.354537
7951,128,THUMB_EE,0.119856,0.006304,-0.017612,0.002811,0.121848,-0.002207,0.117045,-0.115544,-0.015405,0.165188,-0.650890,0.744013,-0.150817,-0.005980,0.497815,-0.575001,-0.448987,0.469004,1.627106
7951,128,INDEX_EE,0.151249,0.002330,0.044681,0.059088,0.019517,-0.002213,0.092161,-0.017187,0.046893,0.104824,0.958541,-0.280149,0.050874,0.011277,-0.684343,0.036914,0.727394,-0.034787,1.779261
7951,128,MIDDLE_EE,0.129953,-0.007381,-0.006876,0.055573,-0.011692,-0.006064,0.074380,0.004311,-0.000813,0.074509,0.658400,0.265707,0.700475,0.072386,-0.666547,0.127569,0.732157,0.058196,2.916896
7968,128,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978349,-0.052049,-0.194514,-0.047840,0.998396,-0.050863,-0.024807,-0.001798,0.354433
7968,128,THUMB_EE,0.119856,0.006304,-0.017612,0.002563,0.121893,-0.002266,0.117293,-0.115589,-0.015346,0.165391,-0.650890,0.744013,-0.150817,-0.005980,0.496941,-0.574323,-0.449764,0.470016,1.630363
7968,128,INDEX_EE,0.151249,0.002330,0.044681,0.059089,0.019515,-0.002214,0.092160,-0.017185,0.046894,0.104823,0.958541,-0.280149,0.050874,0.011277,-0.684294,0.037038,0.727428,-0.034906,1.779294
7968,128,MIDDLE_EE,0.129953,-0.007381,-0.006876,0.055574,-0.011696,-0.006069,0.074379,0.004315,-0.000808,0.074509,0.658400,0.265707,0.700475,0.072386,-0.665450,0.127768,0.733143,0.057900,2.913989
7986,129,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978622,-0.052549,-0.192988,-0.047914,0.998385,-0.051043,-0.024857,-0.001802,0.351362
7986,129,THUMB_EE,0.119783,0.006138,-0.017966,0.002313,0.121937,-0.002327,0.117470,-0.115799,-0.015639,0.165690,-0.649343,0.744869,-0.153469,-0.005129,0.496058,-0.573645,-0.450539,0.471034,1.638759
7986,129,INDEX_EE,0.151388,0.002320,0.044194,0.059089,0.019514,-0.002215,0.092299,-0.017193,0.046410,0.104731,0.958740,-0.278948,0.053659,0.011485,-0.684244,0.037168,0.727462,-0.035032,1.784280
7986,129,MIDDLE_EE,0.130016,-0.007341,-0.007175,0.055574,-0.011700,-0.006072,0.074442,0.004359,-0.001103,0.074578,0.657430,0.267450,0.700769,0.072352,-0.664363,0.127970,0.734117,0.057599,2.908934
8005,129,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978622,-0.052549,-0.192988,-0.047914,0.998375,-0.051230,-0.024908,-0.001806,0.351258
8005,129,THUMB_EE,0.119783,0.006138,-0.017966,0.002062,0.121981,-0.002390,0.117721,-0.115843,-0.015577,0.165893,-0.649343,0.744869,-0.153469,-0.005129,0.495167,-0.572966,-0.451311,0.472057,1.642035
8005,129,INDEX_EE,0.151388,0.002320,0.044194,0.059090,0.019512,-0.002217,0.092298,-0.017192,0.046411,0.104731,0.958740,-0.278948,0.053659,0.011485,-0.684194,0.037301,0.727496,-0.035162,1.784307
8005,129,MIDDLE_EE,0.130016,-0.007341,-0.007175,0.055575,-0.011704,-0.006074,0.074441,0.004363,-0.001101,0.074577,0.657430,0.267450,0.700769,0.072352,-0.663287,0.128175,0.735078,0.057295,2.906087
8023,129,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978622,-0.052549,-0.192988,-0.047914,0.998363,-0.051423,-0.024959,-0.001808,0.351153
8023,129,THUMB_EE,0.119783,0.006138,-0.017966,0.001809,0.122024,-0.002454,0.117974,-0.115886,-0.015513,0.166096,-0.649343,0.744869,-0.153469,-0.005129,0.494268,-0.572286,-0.452082,0.473085,1.645321
8023,129,INDEX_EE,0.151388,0.002320,0.044194,0.059090,0.019511,-0.002219,0.092298,-0.017190,0.046413,0.104731,0.958740,-0.278948,0.053659,0.011485,-0.684146,0.037439,0.727528,-0.035298,1.784328
8023,129,MIDDLE_EE,0.130016,-0.007341,-0.007175,0.055575,-0.011708,-0.006076,0.074441,0.004367,-0.001100,0.074577,0.657430,0.267450,0.700769,0.072352,-0.662221,0.128382,0.736026,0.056988,2.903270
8039,129,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978622,-0.052549,-0.192988,-0.047914,0.998352,-0.051622,-0.025010,-0.001810,0.351049
8039,129,THUMB_EE,0.119783,0.006138,-0.017966,0.001555,0.122066,-0.002520,0.118228,-0.115928,-0.015447,0.166300,-0.649343,0.744869,-0.153469,-0.005129,0.493363,-0.571604,-0.452851,0.474118,1.648616
8039,129,INDEX_EE,0.151388,0.002320,0.044194,0.059091,0.019509,-0.002221,0.092297,-0.017189,0.046415,0.104731,0.958740,-0.278948,0.053659,0.011485,-0.684099,0.037580,0.727558,-0.035438,1.784344
8039,129,MIDDLE_EE,0.130016,-0.007341,-0.007175,0.055576,-0.011711,-0.006075,0.074440,0.004371,-0.001100,0.074577,0.657430,0.267450,0.700769,0.072352,-0.661165,0.128591,0.736962,0.056677,2.900484
8056,130,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978599,-0.052530,-0.193076,-0.048000,0.998340,-0.051827,-0.025061,-0.001812,0.351192
8056,130,THUMB_EE,0.119739,0.006105,-0.018042,0.001300,0.122107,-0.002587,0.118439,-0.116002,-0.015455,0.166503,-0.652599,0.741444,-0.155954,-0.003306,0.492450,-0.570921,-0.453619,0.475155,1.658293
8056,130,INDEX_EE,0.151376,0.002338,0.044167,0.059091,0.019508,-0.002222,0.092285,-0.017170,0.046389,0.104705,0.959755,-0.275114,0.055126,0.011800,-0.684052,0.037725,0.727587,-0.035583,1.785656
8056,130,MIDDLE_EE,0.130062,-0.007448,-0.007130,0.055576,-0.011715,-0.006074,0.074486,0.004267,-0.001055,0.074615,0.656392,0.268762,0.701192,0.072142,-0.660120,0.128801,0.737885,0.056364,2.895402
8074,130,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978599,-0.052530,-0.193076,-0.048000,0.998328,-0.052038,-0.025115,-0.001813,0.351083
8074,130,THUMB_EE,0.119739,0.006105,-0.018042,0.001043,0.122147,-0.002656,0.118696,-0.116042,-0.015386,0.166707,-0.652599,0.741444,-0.155954,-0.003306,0.491530,-0.570237,-0.454385,0.476196,1.661609
8074,130,INDEX_EE,0.151376,0.002338,0.044167,0.059092,0.019507,-0.002224,0.092284,-0.017168,0.046391,0.104706,0.959755,-0.275114,0.055126,0.011800,-0.684006,0.037874,0.727615,-0.035732,1.785664
8074,130,MIDDLE_EE,0.130062,-0.007448,-0.007130,0.055577,-0.011719,-0.006071,0.074485,0.004271,-0.001058,0.074615,0.656392,0.268762,0.701192,0.072142,-0.659087,0.129014,0.738795,0.056049,2.892679
8091,130,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978599,-0.052530,-0.193076,-0.048000,0.998315,-0.052254,-0.025170,-0.001814,0.350973
8091,130,THUMB_EE,0.119739,0.006105,-0.018042,0.000785,0.122186,-0.002726,0.118954,-0.116082,-0.015316,0.166912,-0.652599,0.741444,-0.155954,-0.003306,0.490602,-0.569552,-0.455150,0.477241,1.664936
8091,130,INDEX_EE,0.151376,0.002338,0.044167,0.059092,0.019505,-0.002226,0.092284,-0.017167,0.046393,0.104706,0.959755,-0.275114,0.055126,0.011800,-0.683960,0.038027,0.727643,-0.035885,1.785668
8091,130,MIDDLE_EE,0.130062,-0.007448,-0.007130,0.055577,-0.011723,-0.006067,0.074485,0.004274,-0.001063,0.074615,0.656392,0.268762,0.701192,0.072142,-0.658065,0.129228,0.739692,0.055731,2.889990
8108,131,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978522,-0.053300,-0.193216,-0.048182,0.998302,-0.052476,-0.025226,-0.001814,0.351236
8108,131,THUMB_EE,0.119763,0.006021,-0.018000,0.000526,0.122225,-0.002797,0.119237,-0.116204,-0.015202,0.167188,-0.651629,0.742469,-0.155290,-0.003573,0.489667,-0.568866,-0.455913,0.478289,1.666817
8108,131,INDEX_EE,0.151380,0.002039,0.044027,0.059092,0.019504,-0.002228,0.092288,-0.017465,0.046255,0.104698,0.957904,-0.281169,0.057261,0.009255,-0.683914,0.038183,0.727670,-0.036042,1.792542
8108,131,MIDDLE_EE,0.129961,-0.007517,-0.007167,0.055578,-0.011726,-0.006061,0.074383,0.004210,-0.001106,0.074510,0.657796,0.268446,0.700170,0.070796,-0.657056,0.129444,0.740575,0.055412,2.890954
8125,131,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978522,-0.053300,-0.193216,-0.048182,0.998288,-0.052704,-0.025280,-0.001816,0.351126
8125,131,THUMB_EE,0.119763,0.006021,-0.018000,0.000266,0.122262,-0.002871,0.119497,-0.116241,-0.015129,0.167393,-0.651629,0.742469,-0.155290,-0.003573,0.488725,-0.568178,-0.456674,0.479344,1.670161
8125,131,INDEX_EE,0.151380,0.002039,0.044027,0.059093,0.019502,-0.002231,0.092287,-0.017464,0.046258,0.104698,0.957904,-0.281169,0.057261,0.009255,-0.683868,0.038345,0.727697,-0.036204,1.792539
8125,131,MIDDLE_EE,0.129961,-0.007517,-0.007167,0.055578,-0.011730,-0.006055,0.074383,0.004213,-0.001112,0.074510,0.657796,0.268446,0.700170,0.070796,-0.656059,0.129663,0.741444,0.055090,2.888332
8143,131,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978522,-0.053300,-0.193216,-0.048182,0.998275,-0.052939,-0.025334,-0.001817,0.351017
8143,131,THUMB_EE,0.119763,0.006021,-0.018000,0.000004,0.122299,-0.002945,0.119759,-0.116278,-0.015054,0.167599,-0.651629,0.742469,-0.155290,-0.003573,0.487777,-0.567489,-0.457431,0.480403,1.673515
8143,131,INDEX_EE,0.151380,0.002039,0.044027,0.059093,0.019501,-0.002233,0.092287,-0.017462,0.046260,0.104699,0.957904,-0.281169,0.057261,0.009255,-0.683822,0.038511,0.727724,-0.036369,1.792533
8143,131,MIDDLE_EE,0.129961,-0.007517,-0.007167,0.055579,-0.011734,-0.006047,0.074382,0.004217,-0.001120,0.074510,0.657796,0.268446,0.700170,0.070796,-0.655073,0.129886,0.742300,0.054766,2.885743
8160,132,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978700,-0.053731,-0.192076,-0.048625,0.998261,-0.053179,-0.025387,-0.001819,0.348929
8160,132,THUMB_EE,0.119772,0.005998,-0.018244,-0.000259,0.122334,-0.003022,0.120031,-0.116337,-0.015222,0.167849,-0.651976,0.742350,-0.154239,-0.006130,0.486821,-0.566797,-0.458187,0.481468,1.671994
8161,132,INDEX_EE,0.151483,0.001860,0.043614,0.059094,0.019499,-0.002236,0.092389,-0.017639,0.045850,0.104638,0.958262,-0.279707,0.058395,0.009262,-0.683775,0.038681,0.727750,-0.036539,1.794155
8161,132,MIDDLE_EE,0.129730,-0.007389,-0.007572,0.055580,-0.011737,-0.006038,0.074150,0.004349,-0.001535,0.074294,0.656978,0.270557,0.700138,0.070488,-0.654100,0.130111,0.743143,0.054439,2.881636
8177,132,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978700,-0.053731,-0.192076,-0.048625,0.998246,-0.053425,-0.025439,-0.001820,0.348823
8178,132,THUMB_EE,0.119772,0.005998,-0.018244,-0.000523,0.122369,-0.003100,0.120295,-0.116372,-0.015144,0.168056,-0.651976,0.742350,-0.154239,-0.006130,0.485859,-0.566102,-0.458940,0.482538,1.675367
8178,132,INDEX_EE,0.151483,0.001860,0.043614,0.059094,0.019497,-0.002240,0.092389,-0.017637,0.045853,0.104639,0.958262,-0.279707,0.058395,0.009262,-0.683729,0.038855,0.727775,-0.036713,1.794144
8178,132,MIDDLE_EE,0.129730,-0.007389,-0.007572,0.055580,-0.011741,-0.006028,0.074150,0.004352,-0.001545,0.074294,0.656978,0.270557,0.700138,0.070488,-0.653138,0.130337,0.743972,0.054110,2.879112
8195,132,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978700,-0.053731,-0.192076,-0.048625,0.998231,-0.053676,-0.025491,-0.001821,0.348721
8195,132,THUMB_EE,0.119772,0.005998,-0.018244,-0.000789,0.122403,-0.003179,0.120561,-0.116405,-0.015065,0.168262,-0.651976,0.742350,-0.154239,-0.006130,0.484892,-0.565405,-0.459691,0.483613,1.678749
8195,132,INDEX_EE,0.151483,0.001860,0.043614,0.059094,0.019496,-0.002244,0.092389,-0.017635,0.045857,0.104640,0.958262,-0.279707,0.058395,0.009262,-0.683683,0.039032,0.727801,-0.036891,1.794131
8195,132,MIDDLE_EE,0.129730,-0.007389,-0.007572,0.055581,-0.011744,-0.006017,0.074149,0.004356,-0.001556,0.074294,0.656978,0.270557,0.700138,0.070488,-0.652188,0.130565,0.744790,0.053778,2.876620
8212,132,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978700,-0.053731,-0.192076,-0.048625,0.998216,-0.053931,-0.025541,-0.001821,0.348620
8212,132,THUMB_EE,0.119772,0.005998,-0.018244,-0.001056,0.122435,-0.003259,0.120828,-0.116438,-0.014985,0.168469,-0.651976,0.742350,-0.154239,-0.006130,0.483918,-0.564705,-0.460439,0.484692,1.682141
8212,132,INDEX_EE,0.151483,0.001860,0.043614,0.059095,0.019494,-0.002248,0.092388,-0.017634,0.045861,0.104641,0.958262,-0.279707,0.058395,0.009262,-0.683636,0.039211,0.727825,-0.037073,1.794116
8212,132,MIDDLE_EE,0.129730,-0.007389,-0.007572,0.055581,-0.011748,-0.006005,0.074149,0.004359,-0.001568,0.074293,0.656978,0.270557,0.700138,0.070488,-0.651248,0.130795,0.745595,0.053445,2.874159
8230,133,PALM,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.978834,-0.053555,-0.191510,-0.048389,0.998201,-0.054191,-0.025592,-0.001820,0.347257
8230,133,THUMB_EE,0.119762,0.006077,-0.018339,-0.001325,0.122467,-0.003340,0.121087,-0.116390,-0.014999,0.168623,-0.650725,0.743545,-0.153870,-0.006930,0.482938,-0.564003,-0.461187,0.485775,1.683858
